COD SUJETO;SEXO;EDAD;TRATAMIENTO;SESION;RELATO;;;;;;;
L15H;F;VIEJO;Con higiene;E1;Juana se levanta despues de una buena noche de sueño, desayuna un cafe con tostadas y mermelada de frutilla, despues no se si se baña y toma el subte Dpara ir a la oficina que queda en Recoleta, no, bueno no me acuerdo. Llega a la oficina lo primero que hace se hace un cafe, se sienta , mira los mails, tiene una reunion parece que es diseñadora grafica porque tiene una reunion sobre las toallitas lady soft, despues cuando termina de trabajar pasa por el super y compra cosas, cuando llega a su casa se viste con ropa de deporte y bueno corre. Despues llega se da una ducha y se viste xq tiene una cita que hizo en tinder y se encuentra en un bar en la calle tacuari. Mas cerca de la media noche llega a su casa lee algo sobre psicoanalisis, mira las redes y se va a dormir;;;;;;;
L15H;F;VIEJO;Con higiene;T1;Se llamaba juana y se levantaba 7 y media de la mañana, desayunaba cafe con tostadas, ponia mermelada. Iba a trabajar llegaba a la oficina, se sentaba a ver los mails, despues a la tarde tenia una reunion porque era diseñadora grafica entonces tenia una reunion de toallitas femeninas, lady soft, y despues que terminaba de trabajar pasaba x el super compraba algunas cosas y antes de cenar corria se iba a hacer una horita de gimnasia Tambien cuando se acostaba miraba un poco las redes sociales y se iba adormir creo q a las 12 de la noche;;;;;;;
L15H;F;VIEJO;Con higiene;E2;Este señor se llama ricardo, se levanta a las 7 ymedia de la mañana, vive en la calle bacacay en caballito, se levanta abre su armario y elige su camisa que s eva a poner ese dia y esta entre una a rayas y una a cuadros y creo que elige la segunda que no se cual es, no me acuerdo los colores. de ahi pasa al baño y me da risa xq se pone gel en la cabeza y lava la cara, se cepilla los dientes de ahi pasa a hacerse un cafe con dos tostadas con queso crema y dulce de leche despues de eso sale con su bolso, ahi vi que no tiene el gel puesto y se dirige  a la est caballito. Espera el tren 15 minutos, va a su oficina que queda en la calle saavedra en once , trabaja, se va de la oficina, vuelve a la est de caballito, cuando llega a la casa se pone a limpiar el patio, despues s epone a ver video juegos, que se habia subido unos juegos el dia anterior se empieza a aburrir y pasa a leer un libro, mienras mira el video juego piensa que va a cenar, de ahi pasa a una habitacion que tenia una ventana a tomar un te y leer un libro.;;;;;;;
L15H;F;VIEJO;Con higiene;T2;El chico se levantaba muy temprano, tomaba cafe con tostadas con queso crema y dulce de leche Despues elegia que camisa, una camisa para vestirse una a cuadros y otra rayada. Despues pasaba por el baño se ponia gel en la cabeza, salia a las 8 para tomar el tren, me acuerdo como estaba vestido tenia una bolsa y una camisa. la estacion bacacay, tenia el dpto en la calle bacacay. se iba a la estacion de caballito a tomar el tren lo esperaba 15 min y se iba a once donde tenia la oficina trabajaba no me acuerdo de que, y mucho mas no me acuerdo;;;;;;;
L16H;M;VIEJO;Con higiene;E1;Bueno a las 7 de la mañana en el depto, Juana se despierta desayuna cafe con tostadas y dulce de frutillas, luego se va a la estacion de subte olleros, a tomar el subte para ir a su trabajo en recoleta, cuando llega al trabajo revisa los mails que tenia atrasados y recuerda que tenia que hacer llamadas a unos proveedores y a un dibujante, no se. Luego al mediodia va almorzar despues a la tarde llega a su casa va al super compra verduras y otros productos despues se cambia se pone ropa deportiva y sale a hacer el recorrido que hace normalmente de 40 min cuando llega a su casa va a una reunion que tenia por tinder en un bar luego regresa a su casa se acuesta mira unos mensajes lee un libro de psicologia y despues se duerme;;;;;;;
L16H;M;VIEJO;Con higiene;T1;Empieza con una habitacion con una cama vacia, se levanto alguien de un depto de la calle no me sale. Juana se va a la terraza a tomarse el desayuno un cafe con tostadas con dulce, luego se va a trabajar, va a la estacion de subte la estacion olleros para ir a su trabajo, cuando llega a su trabajo empieza a contestar los mails que tiene, y a conectarse con los clientes que tenia pactados, y despues del trabajo va a un bar luego regresa a su departamento;;;;;;;
L16H;M;VIEJO;Con higiene;E2;Se levanta va al guardarropa, elige una camisa a cuadros y una a rayas, agarra la de rayas, luego va al baño a higienizarse, se lava los dientes se pone gel en el pelo se lava la cara, luego del baño se va para la cocina a preparar su desayuno, toma un cafe con dos tostadas y queso y dulce de leche. Vive en la calle Boyaca en caballito, sale a la puerta se dirige a su trabajo cuando llega prende la computadora hace un cafe, y contesta los correos despues del trabajo va a la estacion de tren caballito que son 5 cuadras de la casa, se toma lel tren va a su trabajo y toma el cafe. Todo eso antes, sale del trabajo toma el subte va a su depto se sienta en el sillon el dia anterior habia descargado juegos de playstation 4, le aburren los juegos se sienta al lado de la ventana a leer un libro.;;;;;;;
L16H;M;VIEJO;Con higiene;T2;Pedro que estaba durmiendo placidamente, se despierta se levanta va al placard y elige las camisas, una cuadriculada y una rayada, elige la rayada, luego va al baño a higienizarse se lava los dientes, va a desayunar, prepara un cafe con leche cn dos tostadas con manteca y dulce de leche, el vive en la calle boyaca, sale del depto el vive en caballito, toma el tren  para ir al trabajo, cuando llega toma un cafe y contesta los mails del dia anterior, despues se va a un supermercado a comprar algo para cenar, luego se va a su departamento, tiene dos juegos que compro el dia anterior los quiere probar, juega un rato con los videojuegos, se aburre y se va al lado de la venta a leer un libro;;;;;;;
L17H;F;VIEJO;Con higiene;E1;Juana se despierta muy temprano en la mañana, se prepara un cafe con leche y dos tostadas con manteca y mermelada de frutilla, se viste para ir al trabajo baja al subte a la est carranza para ir a su trabajo en recoleta, cuando llega recuerda que tiene que realizar varios llamados, despues 8.30 empieza con su rutina laboral toma un cafe, al mediodia tiene una reunion de trabajo en la que discuten la marca de toallitas lady soft, vuelve a a casa pasa por el super hace una serie de compras y cuando vuelve se saca la ropa de trabajo se pone ropa de gimnasia y sale cn una botellita de agua. vuelve a la casa se ducha, y sale al centro para encontrarse con una cita que realizo a traves de tinder. A la casa vuelve a la noche tarde creo 12.30 revisa las redes sociales y despues de media hora concilia el sueño;;;;;;;
L17H;F;VIEJO;Con higiene;T1;Era una chica que se levantaba temprano a la mañana, desayunaba un par de tostadas con manteca y mermelada, se vestia y se iba a la oficina, desayunaba en la oficina o tomaba un cafe Tomaba el subte en la est carranza, llegaba a la ofcina se ponia a revisar y contestar unas llamadas telefonicas y despues se tomaba un cafe para empezar a trabajar Al mediodia tenia una reunion sobre una publicidad de toallitas femeninas no me acuerdo el nombre de ahi se va del trabajo llega a la casa se cambia de ropa y sale a hacer actividad fisica a la calle.;;;;;;;
L17H;F;VIEJO;Con higiene;E2;Federico despues de una plancentera noche de sueño se levanta y va al placard para elegir que ponerse, si una camisa a cudros una a rayas. Pasa por el baño se lava la cara se peina y se pone gel. Desayuna dos tostadas con queso crema y dulce de leche. Sale a la calle, la casa estaba en la calle bacacay en caballito. Despues sale a la calle y va a la est de tren caballito espera 15 minutos. llega a la oficina salud a aus amigos hace algunas llamadas, despues del dia laboral toma el subte para volver a la casa, limpia el patio despues la play 4 juega con unos jueguitos que habia descargado la noche anterior de aventura y no se que mas. se aburre de jugar se pone a leer un libro, piensa que va a hacer para la cena;;;;;;;
L17H;F;VIEJO;Con higiene;T2;El muchacho se levanta se despierta y sale para el trabajo, toma el subte en la estacion carranza, llega a la oficina atiende el tel hace varias llamadas, creo que almuerza, se me mezcla con el primer video. despues creo que va a la casa se cambia se pone ropa para hacer gimnasia, toma el subte o el tren en la estacion caballito, y de ahi no paso. Ah jugo un video juego se aburrio se puso a leer un libro, creo;;;;;;;
L18H;F;VIEJO;Con higiene;E1;Se levanto a las 7 y media de la mañana desayuno cafe con tostadas con dulce de frutilla, se cambio para ir al trabajo, tomo la linea D del subte para ir a su trabajo que estaba en recoleta cuando llego tuvo una reunion por unas toallitas femeninas,lady no me acuerdo despues pidio comida x delivery para almorzar cuando llego a su casa se cambio y se puso ropa deportiva para hacer su rutina de ejercicios diaria, siempre por el mismo lugar no cambia la rutina Al regresar volvio a prepararse xq tenia una cita por tinder, fue al bar y espero a la cita al regresar a su casa leyo el psicoanalista y no me acuerdo mas;;;;;;;
L18H;F;VIEJO;Con higiene;T1;"Era una chica que se levantaba y desayunaba cafe, dude si era cafe con leche creo que si
hacia unas tostadas con un dulce de frutas creo frutilla, despues tomaba el subte la linea D para ir al trabajo en recoleta cuando llego tuvo una reunion por unas toallitas lady no me acuerdo despues pidio delivery para almorzar, volvio a su casa, hizo una rutina se cambio toda la ropa se puso eopa deportiva y fue a hacer las caminata, que era una rutina que la hacia siempre en el mismo lugar Cuando llego a su casa no me acuerdo supongo que habra cenado, y cuando llego leyo el psicoanalista y se acosto
";;;;;;;
L18H;F;VIEJO;Con higiene;E2;Un chico se levanta, se higieniza se lava los dientes, escoge la ropa para ir al trabajo entre dos camisas una rayada a otra a cuadros, elige la segunda, pone agua para unos mates prepara una tostada con manteca y dulce de leche y a las 8 toma el bolso y sale de su casa para el trabajo va a la estacion caballito que queda a unas 5 cuadras de su casa, se dirige al final del anden, espera unos 15 min que llegue el tren, cuando llega a la oficina se prepara para cmenzar a escuchar unos llamados, despues que temina de trabajar vuelve a su casa, ah el trabajo era en la zona de no me acuerdo Cuando vuelve a su casa decide limpiar el patio, despues queria probar unos juegos con la playstation, uno de aventura, y el otro no se era entre 2 juegos despues decide jugarlos pero se aburre, y va a leer un libro y decide leer un libro;;;;;;;
L18H;F;VIEJO;Con higiene;T2;Un muchacho federico  habia tenido una noche de descansno tranquila, se levanto puso agua para el mate, comio pan con dulce de leche, se cambio para ir a trabajar tuvo que elegir entre dos camisas una a cuadros y otra rayada, eligio la segunda opcion creo q era la rayada. despues fue tomo el tren, camino unas cuadras hasta la estacion de tren lo espero unos 15 min al final del anden y fue hasta est caballito. Llega al trabajo, se dispuso para hacer llamadas telefonicas, despues llega a la casa, y juega unos jueguitos que tenia en la playsation, emieza a investigarlos se aburre y se sienta a leer.;;;;;;;
L19NH;F;VIEJO;Sin higiene;E1;Presentaban el dpto, a la hora q se levantaba lo qur desayunaba, se iba en subte al trabajo en una oficina, de diseño o publicidad, se toma otro cafe en la oficina, antes de eso hacia llamadas telefonicas, despues tuvo una reunion para un nuevo producto de toallas femeninas, mando mails comio en el escritorio despues de la oficina hizo las compras en el super vuelve a la casa se cambio de ropa hizo ejercicio y despues se habia ido a una cita en un bar, volvio a la casa leyo unos libros no se si contesto unos mails y se durmio tarde.;;;;;;;
