Sujeto;Texto
L26H;Juana no se si era, escuche varias veces. La imagen me pareció que no es la misma cuando estaba acostada que cuando empezo. A las 7 y media despues de una noche tranquila se levanta, no se la ve en la cama ya est a la cama deshecha de haberse levantado, para ir al trabajo, toma el desayuno, un cafe con leche con unas tostadas creo que con mermelada de frutilla, camina unas cuadras, No se si era la calle charcas en recoleta no escuche bien Camina unas cuadras hasta el subte D en la est carranza y se dirige a su oficina, al llegar lo primero que hace es hacer unas llamadas que tenia pendientes, a unos proveedores y diseñador grafico. Despues se pone a trabajar, toma un cafe, se sienta en su escritorio a trabajar. Al otro dia tiene una reunion de trabajo luego Al mediodia, bueno tiene una reunion de trabajo y después almuerza. Al finalizar su trabajo va para su casa, antes pasa por el supermercado, compra unas verduras y lacteos, paga en efvo, va a su casa se saca la ropa de trabajo se pone la ropa deportiva y sale a su entrenamiento diario, se pone una musica linda, y hacia otra cosa mas ah se lleva una botella de agua Y pone musica y hace su entrenamiento Luego tiene una cita en la calle tacuari en el centro, va y se sienta en la barra a esperar su cita. Posteriormente vuelve a su casa, antes de acostarse a dormir lee un libro el psicoanalista y mira su celular, sus mensajes o algo asi y despues de media hora logra conciliar el sueño.
L26H;Se trataba de una chica Juana o Ana no me acuerdo, se despierta a la mañana muestran la cama que se habia levantado no esta ella, se levanta, y va a desayunar desayuna creo que 7 y media se despierta, desayuna un cafe con leche con dos tostadas con mermelada de frutilla creo que era, sale para el trabajo, no se si era recoleta la calle callao, pero no recuerdo bien, toma va hasta el subte D de la linea D, hasta la direccion de la oficina, 8 y media llega  a su trabajo, llega a la oficina, hace unos llamados pendientes que tenia, con proveedores y diseñadores graficos, contesta mails despues y no se si eran llamados o mails, despues mas tarde tiene una reunion de trabajo con gente de la oficina, despues no me quedo muy claro si almorzaba o no me quedo claro, toma su almuerzo, continuo con el trabajo, sale despues para su casa Despues se dedica a su trabajo en la oficina llega a su casa se quita la ropa de trabajo se pone ropa deportiva para hacer su entrenamiento, se pone los auriculares para escuchar musica lleva una botellita de agua regresa, tenia una cita en un bar me quedo la calle tacuari no se si el bar estaba en la calle o su trabajo, no escuche bien Va al bar se sienta en la barra esperando que llegue alguien que tenia la cita, antes de llegar a su casa creo que entra en el super hace las compras, compra verduras y lacteos y paga en efectivo. Despues regresa se acuesta agarra el libro el psicoanalista lee, y se acuesta a dormir
L27NH;Federico despues de dormir placidamente un lindo sueño, se levanta a las 7.30 de la mañana, abre el placard, elige camisa, se va a poner una azul o una a rayas, elige una a rayas, se va al baño, se lava los dientes, se higieniza, despues se va a la cocina se prepara dos tostadas con manteca o  queso crema con dulce de leche. Desayuna Termina de desayunar a las 8, sale, con una remera negra no sale con la camisa . Vive en la calle bacacay en caballito. Tiene que caminar 5 cuadras hasta la estacion de caballito, se va hasta el final del andén, tiene que esperar 15 min el tren, despues se va, trabaja en once sobre azcuenaga. entra a la oficina, saluda a sus compañeros, se prepara un cafe, prende la computadora y empieza a trabajar a debe ser tomando llamadas porque dice que empieza a recibir llamadas . se ve que se aburre con el tren, llega a su casa se pone a jugar a la play, no, primero decide limpiar el patio pero en el video limpiaba unos vidrios, y despues que termina de limpiar se va a jugar con 2 jueguitos que se bajo la noche anterior, no me acuerdo de que, se aburre y se va a leer un libro con un te verde y a tomar un poco de fresco delante de una ventana
L27NH;Un muchacho como de 30 y pico, lindo, que dormia y se levantaba a las 7 y 30 se preparaba una taza de cafe, se preparaba el desayuno, comía dos tostadas con manteca y dulce de leche, se queria poner una camisa a cuadros pero al final cuando salia de la casa se ponia una camisa negra. Entonces se va a la estación de tren, para irse al trabajo con una mochilita, llega a su trabajo prende la computadora y se pone a laburar Despues llega a la casa pero vuelve en subte a su casa, limpia el patio pero estaba limpiando un balcon con unos vidrios, y despues se pone a leer en una ventana que le daba el solcito en una mesa. Y despues mira una pelicula creo o algo asi.
L27NH;Juana duerme bien, se levanta a las 7 y media, ahi me perdi, se va a desayunar, se come dos tostadas con manteca y dulce de frutilla y se toma el subte en carranza para ir a su trabajo que queda en recoleta. Cuando llega se sirve una taza de cafe y se acuerda que tiene que hacer unos llamados entonces antes hace los llamados. A las 8 y media se pone ya a  trabajar. Tiene una reunion con su jefa, despues de la reunion se pide delivery y en su tiempo de descanso almuerza cuando termina su jornada laboral se va al super compra lacteos verduras y otras cosas que necesita, se va a la casa, guarda todas las compras que hiz, se cambia de ropa se pone ropa deportiva y se va a correr por el barrio , siempre hace el mismo recorrido. Llega a la casa, se ducha y se prepara porque tiene una cita en n bar que no me acuerdo en donde y se sienta en la barra a esperar a su cita. Despues llega a la casa a las 12 y media de la noche, se va a la cama y se pone a ver sus redes sociales y otra cosa más ah a leer un libro no me acuerdo de psicoanalisis o algo asi, y despues de media hs de hacer eso se duerme.
L27NH;La chica se levanta 7 y media desayuna tostadas con ddl, cuando llega a la oficina se toma un cafe, viaja en tren, a la oficina, tiene una reunion y despues que termina la reunión almuerza en su tiempo libre creo, y revisa los correos, o me lo estoy inventando, despues de la jornada laboral hacia algo que no me acuerdo Despues a la noche tenia un encuentro con un muchacho que conocio en tinder, y despues a las 12 creo que ya estaba en la casa durmiendo para empezar la jornada. se levanto contenta, se despertaba contenta, pero no me acuerdo, tengo problemas con la memoria cercana, me queda un hueco, que hace cuando sale del trabajo, hace algo que no me acuerdo que hace.
L28NH;Federico vive en la calle bacacay, se levanta temprano a las 7 am, se lava la cara, los dientes, para vestirse tiene que elegir dos camisas una a rayas y una cuadros, desayuna en la cocina dos tostadas con queso blanco y dulce de leche. vive en la calle bacacay en caballito- Cuando sale de su casa se dirige a la estacion caballito y el tren tarda 15 minutos en llegar, el trabajo esta en la calle saavedra en el barrio de once, prende la computadora, no me acuerdo si hace otra cosa en el trabajo. Cuando sale se despide de sus compañeros va a la casa, se pone a limpiar los vidrios va a jugar a la play con dos juegos que se bajo, se aburre. se pone a leer tomando un te verde un libro al lado de la ventana
L28NH;Se levantaba, que tenia que elegir entre dos camisas una a rayas y otra a cuadros, desayunaba una tostada con queso blanco y dulce de leche, vivia por caballito, la estacion, despues iba a la oficina. A la salida de la oficina en su casa tomaba un te verde, se sentaba a jugar con los aparatitos de videojuegos, jugaba con los juegos y se aburria. y no me acuerdo mas
L28NH;Se trata de Juana, que vive en un cuarto piso en la calle charcas, merienda con unas tostadas con dulce de frutilla, despues toma el bolso se va al trabajo EN la estacion donde toma el subte es la est carranza de la linea D, trabaja en recoleta, y cuando llega hace llamados a los proveedores y al diseñador grafico o algo asi Se toma cafe mientras revisa los correos, despues del almuerzo creo que tiene una reunion con la jefa, van a tratar unos temas de la promocion de unas toallitas Despues cuando vuelve a su casa, se saca la ropa se pone el jogging, sale a correr por la calle del barrio que siempre hace la misma rutina, despues se cambia y va a encontrarse con alguien que conocio en tinder en un bar en la calle tacuari, se sienta en la barra a esperarlo Despues vuelve cerca de la medianoche, revisa las redes sociale,s lee el libro el psicoanalista, y despues se queda dormida.
L28NH;una chica que se llamaba juana, vivia por la calle charcas, que trabajaba en retiro, tomaba el subte D en la calle carranza, cuando legaba a la oficina se tomaba un cafe, se ocupaba de los proveedores y de la gente que hacia diseño grafico o publicitario, revisaba los correos. Cuando llegaba a la casa  se cambiaba la ropa, se ponia un jogging y bueno corria 4 cuadras creo que era una rutina que habia conocido a un chico por tinder, se encontraban en un bar en san telmo, ella lo esperaba en la barra y despues cuando volvia a la casa chequeaba los correos leia el psicoanalista y se dormia.
L29H;El chico se llama Federico, despues de dormir toda la noche se levanta a las 7.30, el vive en la calle bacacay en el barrio de caballito, lo primero que hace es ir al armario y ver que se puede poner, y esta entre una camisa a cuadros y otra rayada, y se pone la camisa rayada. Despues se va al baño, y en el baño se peina, se pone gel, se lava los dientes, se debe lavar la cara no se lo que hace Despues se va a la cocina se prepara el desayuno, es un cafe con dos tostadas con dulce de leche y no me acuerdo si era manteca o queso Despues del desayuno no me acuerdo si hacia otra cosa mas se va a su trabajo a la estacion caballito, en la estacion el tren se va al final del andén, el dia es muy luminoso y soleado. Despues llega al trabajo que queda en once, en la calle saavedra, ahi saluda a los compañeros  y comienza a hacer llamados telefonicos con la computadora y empieza a trabajar con la computadora. Despues se despide de sus compañeros cuando termina y se va nuevamente a tomar el tren para regresar a su casa. Ah bueno no dije q a las 8 de la mañana sale de su casa Llega a su casa y cuando llega decide jugar a la play mientras piensa que va a comer. Se habia comprado dos juegos, ya no me acuerdo de que era, pero como se aburre, se sienta en la ventana a leer un libro.
L29H;Despues de haber tenido un prolongado sueño federico se despierta a las 7 30, y lo primero que hace es ir al armario, para verificar que camisa se va a poner, esta entre dos opciones que son una rayada y una cuadriculada, el elige la segunda la rayada Despues va al baño, se lava la cara los dientes y no me acuerdo si se ducha y se pone gel en el pelo. Despues toma el desayuno que consiste en un cafe con dos tostadas con crema y dulce de leche , a las 8 sale de su casa que queda en la calle bacacay en el barrio de caballito, a su trabajo que queda en la calle saavedra en el barrio de once Va a la estacion en un dia soleado, un dia hermoso. Para eso va a tomar el tren que esta en un extremo del andén, menciona 15 min que debe ser el tiempo de traslado de una est a la otra, bueno llega, saluda a sus compañeros, toma un cafe, se pone a hablar con los clientes y a trabajar en la compu Cuando termina su jornada laboral, saluda a sus compañeros, vuelve a su casa pero se toma el subte. Cuando llega a su domicilio lo primero que hace es elegir en esos aparatitos para la play, uno era de deporte y el otto no me acuerdo de que era y mientras tanto piensa que va a hacer para cenar. Cuando juega a la play se aburre rápidamente, y se va a la ventana para leer un libro.
L29H;Tambien despues de dormir plácidamente, se despierta a als 7 30 se levanta ella vive en el cuarto piso de la calle charcas del barrio de palermo. Se prepara un cafe toma el desayuno con dos tostadas, no me acuerdo si era manteca pero era frutilla, despues toma su bolso para ir a trabajar, toma el subte en la est carranza Su trabajo es en recoleta Cuando ella llega hace primero unos llamados, cuando lleg a la oficina y despues se reune con .., los llamados son con proveedores y a diseñador grafico Despues toma un cafe, se reúne ve los correos electronicos, creo que llega masomenos 8 30, se reune con su jefa. Despues al mediodia tiene una reunion sobre el lanzamiento de toallitas femeninas, no estoy segura. Ahi se reune, cuando finaliza, va almuerza en la oficina Despues se va al super, paga en efvo, despues de eso llega a su casa y se cambia la ropa y se pone la ropa deportiva Sale a entrenar como todos los dias, pone musica alegre y la botellita de agua hace el entrenamiento por 40 min y cuando regresa se da una ducha y se va a un bar con una cita que tenia de tinder Ahi espera, se queda hasta la noche, bueno regrega a las 12 creo a la casa, primero lee un libro algo de un psiquiatra o psicologo no me acuerdo, y despues de media hs se duerme.
L29H;Un dia de trabajo d Juana que era del barrio vivia en la calle cramer, en el cuarto piso, del barrio de palermo Ese dia se levanto a las 7 y media, desayuno con café y tostadas creo que era manteca y dulce de frutilla, se fue a trabajar en el trabajo creo que era en el barrio de recoleta, para ir ahi tomo el subte en la calle estacion carranza Llego a la oficina y ahi lo primero que hizo fue hablar por telefono con proveedores y diseñadores graficos y tuvo una reunión con su jefa x el lanzamiento de un producto Cuando termino la jornada se fue a su casa pero primeramente paso por el super, pago en efvo, no me acuerdo lo que compro, despues fue a cuando llego a su casa cambio su ropa por ropa deportiva y hizo un entrenamiento que solia hacer a diario por 40 min, Cuando regresó se dio una ducha tenia una cita con alguien de tinder entonces se fue a un bar, donde tenia la cita creo que se sento en el mostrador, bueno cuando regreso a su casa leyó un creo que algo de psicologia era, creo que me estoy confundiendo con la otra. Y despues se fue a dormir
L30H;Estaba durmiendo, se desperto a las 7 y media, vive en la calle bacacay de caballito, se levanto primero se fue al baño se lavo los dientes, se peino, despues fue a desayunar, se hizo dos tostadas con queso y dulce de leche. Despues se iba a las 8 a su trabajo. Salio de su casa se fue a la estacion caballito se fue todo por el anden hasta el final del anden y espero quince minutos el tren, llego a su trabajo, prendio la computadora, se preparo un cafe, despues almuerza, se ve que trabajo poco tiempo Despues a la tarde saludo a sus compañeros y se fue a su casa a arreglar el jardin o el patio. Despues de eso se fue a probar unos juegos, dos juegos que se habia bajado ,un de carrera y otro no se de que era. despues se aburrio mucho y se puso a leer
L30H;Se levanto a la mañana creo que era a las 7, se fue a desayunar, despues se fue a la oficina, primero se fue a tomar el tren se fue hasta el final del anden, llego a la oficina saludo a los compañeros, no se lo que hizo despues. Despues saludo a sus compañeros se fue a su casa, no me acuerdo mas.
L30H;Se levanta a las 7 y media esta en un cuarto piso el dpto, despues sale .. el tema era la secuencia, no me acuerdo si tomaba cafe, no desayunaba como el otro, xq 8 y media ya estaba contestando mails asique pero que rapido, me quede pensando en eso Fue a la estacion carranza, la asocio porque hay una persona que conozco., de la linea D para ir al trabajo Despues se reune con la jefa, empieza a contestar mails, tiene una reunion con la jefa, al mediodia almuerza pero creo que en la oficina, ya me saltee… Hace act fisica, se prepara para hacer act fisica, tiene una cita con alguien por tinder, se queda esperando en la barra, despues sale de ahi y ya salta la media noche. logra conciliar el sueño despues de media hs, no tiene problema para dormir ja, que hace act fisica ya lo dije y despues ya esta
L30H;Se que era una mujer, parecido al video anterior, que iba a la oficina.. pero queres que te cuente lo que me acuerde Era una chica, que se iba a la oficina tuvo una reunion con su jefa, la verdad me confundo con el otro … La verdad que mucho no me acuerdo
L31H;Se levanto , vivia en la calle bacacay de caballito, se fue al baño, se puso gel, se higienizo, se puso gel, se fue a desayunar no recuerdo que, a las 8 de la mañana se fue a la estacion caballito, se fue hasta el final de la estacion,espero 15 min, llego al trabajo, llego a la casa. comenzo a limpiar el patio, despues puso juegos de carrera, uno, despues un te para pensar que iba a comer y n me acuerdo en que momento se puso a leer
L31H;Una persona joven tenia que ir a trabajar, se levanto, desayuno, no me acuerdo mucho. Recuerdo algo de las imagenes pero la historia no recuerdo mucho. Habia un tren, la cocina..
L31H;Se levanta 7 y 30 de la mañana vive en la calle charcas, desayuna, va a tomar el subte en la estacion carranza, llega a la oficina tiene que hacer un llamado telefónico un diseñador grafico, despues a las 8 y media comienza a responder correos electronicos, tiene una reunion de trabajo al mediodía, el producto son toallitas femeninas, que paso en el almuerzo no me acuerdo, creo que fue la reunion Regresa a casa, no, se va al super después de trabajar compra lacteos y algun otro producto, regresa a casa guarda , se pone su ropa de deporte se va a hacer gimnasia 40 min vuelve y tenia una reunion una cita en la calle tacuari, y a la medianoche se acuesta
L31H;Juana, se levanta a las 7 y media, vive en la calle charcas. Tiene que ir a trabajar, por lo que toma el subte, al llegar a la oficina hace unos llamados, luego tiene una reunion por un lazamiento. Al finalizar, regresa a la casa, va al super, se cambia y sale a correr. Luego tiene una cita, vuelve a la casa y se duerme a la medianoche.
L32NH;Estaba durmiendo, se desperto a las 7.30 en su depto de caballito en la calle bacacay, decide levantarse y ver que se va a poner, estaba entre una camisa rayada y una celeste, decide ponerse la rayada, se va al baño se higieniza se lava los dientes. hacia algo mas q no me acuerdo. Se lava la cara, se viste, y sale a la calle En la calle se va a la estacion de caballito que tiene que caminar cinco cuadras, va al final del anden llega a su trabajo, prende la compu se prepara un cafe, prende el telefono y decide empezar a contestar llamadas, despues que termina su jornada laboral decide volver a su casa y lavar los vidrios d no se donde del patio Despues se sienta a jugar a la play a dos juegos que el tenia, pero se aburre entonces se va a un escritorio que esta cerca de una ventana por el cual entra aire y se pone a leer un libro tomandose un te verde
L32NH;La persona estaba durmiendo de costado, con unas sabanas rayadas, se levanta no me acuerdo que paso en el baño, se higienizo, se fue a la cocina se preparo algo para desayunar y se fue a trabajar Recuerdo vividamente que pendio el cel, la computadora, se puso a ver los trabajos pendientes, sale del trabajo, se va a correr o a hacer alguna act fisica, vuelve a su casa se pone a jugar con los jueguitos hasta q en un momento decide ponerse a leer un libro bajo una ventana
L32NH;Se levanta temprano, dormitorio precioso, se levanta temprano, desayuna un cafe con leche con tostadas con dulce de frutilla, se arregla se viste se va a la est de subte donde lla vive que es ministro carranza, a tomar el subte para ir a su trabajo que queda en recoleta Llega a la oficina y antes que nada decide que tiene que contestar un mail o llamadas telefonicas Se sirve un cafe con leche tiene una reunion con su jefa me parecio y se pone a trabajar Al mediodia tiene otra reunion sobre un proyecto que hay sobre toallitas lady soft con sus compañeros de trabajo, despues pide un almuerzo por delivery.Despues sigue trabajando, cuando sale se va al super a comprar lacteos verduras y otras cosas que necesita Se va a su casa se saca toda la ropa de trabajo, se pone ropa deportiva, pone musica alegre y una botella de agua y se va a correr alrededor de su manzana o su casa no m acuerdo si 40 min o 20 min, vuelve se cambia y se viste y se va al centro a la calle tacuarí un lugar donde se tiene que encontrar con una cita que conocio por tinder Despues de la cita vuelve a su casa se pone a leer un libro un rato, hay algo que me estoy olvidando, despues se duerme. Creo que media hs despues se duerme.
L32NH;Tengo una nube blanca, me confundo con el video anterior que me acuerdo que relataba el dia.. pero no se. Iba a la oficina,trabajaba…
L33NH;Federico vive en el barrio de caballito, se despierta a las 7 y media se levanta se va al placard a ver que camisa se va a poner, tiene la opcion de una azul y otra a rayas, creo que eligio la de rayas, no se . Despues se va al baño, se lava los dientes, se pone gel en el cabello, se lava la cara, cuando termina de higienizarse va a la cocina, se pone el agua para calentar la pava para tomar mate, se prepara dos tostadas con queso untable y dulce de leche y a las 8 despúes que termino de desayunar sale de su casa y se va a pie hasta la estacion de tren de caballito. Es un dia de sol pero con humedad y se va al anden hasta el final llega el tren Cuando llega a su trabajo que queda en el barrio de once en la calle saavedra saluda a sus compañeros y se pone a contestar llamados. Trabaja hasta la hora que termina, vuelve a su casa en subte y decide limpiar el patio Despues se pone para distraerse a jugar a la play, tiene dos juegos uno de aventura y otro de carreras, mientras juega piensa que va a preparar para la cena. Como no se engancha mucho, no se divierte se va al lado de la ventana a tomar un poco de aire y a leer un libro.
L33NH;Es la historia de Federico, que se despertaba se higienizaba, se pone gel en el cabello. despues se dirigía a su placard donde tenia varias prendas, el elegia entre dos camisas una como a cuadros y otra no me acuerdo, luego de eso se iba a desayunar , unas tostadas con queso blanco y dulce de leche Este muchacho vivia en el barrio de caballito. Se iba a tomar el tren. Se dirige a su trabajo, en la calle saavedra.  Se pone a trabajar con la computadora Luego, vuelve su casa , limpiaba su patio y no recuerdo mas
L33NH;7 30 esta señorita que no recuerdo el nombre si lo dijeron se despierta se prepara su desayuno, dos tostadas con dulce de frutilla, luego sale para u trabajo toma el subte de la est carranza de la linea D, va hacia su trabajo que queda en el barrio de recoleta A las 8 y 30 cuando llega a su trabajo contesta varios mails atrasados, y pide a unos proveedores diseñadores lo necesario para unos trabajos pendientes Luego se reune con su jefa porque tiene que coordinar un trabajo y despues pide por delivery su comida para el almuerzo que hace durante su periodo de descanso Cuando termina su periodo de trabajo regresa a su casa se pone ropa deportiva elige una musica que le guste y sale a correr durante 40 min por el barrio que siempre hace el mismo recorrido Luego vuelve a su casa y va a una cita en un bar que hizo a traves de tinder, el bar el video decia que se llama mishiguene, yo fui a ese bar es un restaurante. Despues regresa a su casa y a las 12 de la noche logra conciliar el sueño
L33NH;La verdad mucho no me acuerdo.. Era una chica que se levantaba 7 y 30, se despierta, desayuna, toma el subte para ir al trabajo… en recoleta -luego llega , responde mails, tiene una reunion de un producto nuevo. Almuerza, al finalizar vuelve a su casa, sale a hacer ejercicio, tiene una cita… y vuelve a la noche a dormir
L34H;Federico, esta durmiendo pasa una buena noche se desperto a las 7 y media se dirige al placard tenia dos camisas para elegir una a rayas a cuadros y elige la segunda la de rayas. Va al baño se lava su cara los dientes y se peina con gel Va a la cocina pone la pava al fuego y se prepara dos tostadas con queso crema y dulce de leche. vive en la calle bacacay en caballito, a las ocho termina el desayuno, toma un bolso y camina 5 cuadras hasta la est de tren caballito camina hasta el final del anden y a los 15 min llega el tren, trabaja en una oficina en once en la calle saavedra, saluda a sus compañeros, se prepara un cafe, prende la computadora, y hace unas llamadas. cuando termina su horario laboral toma el subte, vuelve el subte, saluda a sus compañeros. Limpia el patio, juega con la play 4, que descargo dos juegos, uno de carrera y otro de aventuras per se aburre asique se prepara un te verde y lee un libro. Piensa tambien que se prepara para cenar
L34H;Es un muchacho que se levanta 7 y media, tiene que elegir entre dos camisas que tiene en el placard, una a cuadros y otra a rayas. Elige una de ellas, va al baño, se lava la cara los dientes luego va a la cocina se prepara unas tostadas, pone la pava para desayunar, 8 y media termina de desayunar y toma la mochila, sale a la calle, camina 5 cuadras, toma el tren en la est caballito llega a once donde esta su oficina, creo que trabaja de telellamadas. Cuando sale del trabajo toma subte, en su casa creo que limpia el patio y luego lee un libro, no me acuerdo mas.
L34H;bueno se ve la imagen de un dormitorio, y una chica Juana que se despierta creo a las 7 y media de la mañana, desayuna, cafe con leche con tostadas, despues sale para el trabajo en Recoleta, toma el subte en la estacion Carranza, 8 y media esta sentada ya esta contestando los mails, se prepara un cafe. Tiene una reunion con su jefa despues tine una reunion antes del mediodia porque estan preparando una campaña de toallitas femeninas lady soft, pide delivery para almorzar y cuando sale del trabajo va a hacer unas compras al super, compra verduras y lacteos y algo mas que me estaba faltando, paga en efectivo, cuando llega a su casa guarda la mercaderia que compro se cambia la ropa se pone algo deportivo y con la botella de agua sale a hacer un recorrido , que siempre hace el mismo Llega a la casa, se baña, tiene una cita que hizo por tinder, va al bar y se sienta a esperar por la calle Tacuari. A medianoche ya esta en la casa, lee el libro el psicoanalista y se duerme
L34H;La situacion es de una chica que tambiene staba durmiendo ,se levanta, se higieniza, me acuerdo que el otro chico la tostada era con dulce de leche y esta con mermelada de frutilla Vive en Palermo, toma el subte en Carranza Va a su oficina, tenia unos mensajes para contestar previamente, se prepara una taza de cafe, las imagenes las recuerdo mas que el relato Bueno despues estaba en la oficina con la computadora, tiene una reunion. Cuando se retira va al supermercado, tenia que comprar verduras y lacteos, cuando llega a su depto lo guarda lo ordena, despues tiene una salida con un muchacho que conoce por tinder, hay una imagen que estan sobre la vereda, el sobre la derecha y ella sobre la izq, como que han pedido, se va a dormir tarde, creo que hay una imagen de ella durmiendose
L35NH;Se pone el despertador no me acuerdo, pero se que se levanta 7 y media xq a las 8 sale de su casa. Se levanta, elige que camisa ponerse si a rayas o a cuadros, por lo que dice creo que elige la de cuadros, fue al baño se lava los dientes, se pone gel en el cabello, fue a la cocina se preparo agua para el mate se preparo dos tostadas con queso crema Despues salio vive en caballito no acuerdo la calle. Sale se dirige a la estacion de tren de caballito, camina hasta el final del anden despues de 15 min llega el tren, sube llega a su trabajo que queda en la calle saavedra de once, saluda a sus compañeros, toma un cafe enciende la compu y empieza a atender llamados luego sale se va a su casa, se pone a jugar a la play, le aburre el juego, piensa mientras tanto que va a hacer para la cena, es una jornada humeda, se pone a leer en la ventana con aire fresco
L35NH;Se llamaba roberto creo, se ponia el despertador a las 7 porque a las 8 entraba a trabajar, hacia rapido todo Se levantaba fue al baño, el baño impecable, se lavaba la cara, se preparaba para salir a trabajar, como viajaba? Para mi en bicicleta pero no creo Llego a la oficina, trabajaba en sistemas, saludaba, almorzaba, ahi ya me entra mas la fantasia. Despues cuando volvia le gustaba hacer algo, despues lo dejaba y hacia otra cosa, se aburria.
L35NH;El nombre de ella es Juana,Juana se levanta, vive en la calle charcas en palermo, se levanta para ir al trabajo, desayuna, cafe con leche con tostadas y dulce de membrillo Se arregla va a la est de subte y toma el subte no me acuerdo si es desde carranza o hasta carranza Trabaja en recoleta, llega, se sirve una taza de cafe,me fije que tiene una uña pintada de color, una pulsera, tiene un cuadro de la torre eiffel en la pared. Escribe unos textos en la compu, despues tiene una reunion de trabajo, trabaja sobre diseño de una linea de toallitas femeninas. Despues responde algunos otros mails y se va y ahi parte al super donde compra lacteos y lo otro no me acuerdo llega a su casa, se cambia de ropa para hacer su actividad fisica, lleva agua y sale a correr por el barrio DEspues esta chica incansable tiene una cita en un bar, espera en la barra hay gente en las mesitas afuera, luego regresa a su casa, no me acuerdo si se baña me parece que no dice Creo que lee algo y apaga la luz y se duerme
L35NH;Una niña Juana se levanta a las 7 de la mañana, desayuna con tostadas con queso , se viste toma el subte, en ministro carranza hasta recoleta, llega a su trabajo, se sirve un cafe, contesta con la compu despues tiene unas reuniones con gente, las chicas todas jovenes Ella trabaja en diseño,o algo relativo a toallas femeninas, despues en la oficina va al super compra lacteos vuelve a su casa, se prepara para caminar, hace eso, vuelve Va a una reunion, un bar o algo, despues vuelve a su casa hace algo y despues descansa y muestran su casa su cuarto
L36H;Federico se despierta 7 y media, se dirige hacia el placard y elige entre dos camisas una de cuadros y otra de rayas. Despues va al baño se lava la cara y los dientes, se va a hacerse un desayuno a prepararse el cafe con dos tostadas y queso blanco Vive en la calle bacacay del barrio de flores. Se dirige a la estacion caballito, no vive en caballito. Va a la est de tren, se va hasta el final de la est y espera quince min. Cuando salio de la casa estaba con una remera negra. no con la camisa rayada Cuando llega al trabajo saluda a sus compañeros se prepara un cafe y empieza a atender llamados. Despues vuelve a su casa en subte, y en un momento camina cinco cuadras, no se si es a la ida o a la vuelta. Se tomo el subte, llega a la casa, se toma un descanso, piensa cuando va a hacer la cena y se pone a jugar a la play 4, porque la noche anterior se habia comprado dos juegos nuevos uno de carrera y otro de …. Despues en algun momento se va a limpiar el patio, limpia los vidrios, y despues se aburre de jugar me parece y se pone a leer debajo de la ventana.
L36H;El video se trataba de un muchacho no recuerdo el nombre, estaba durmiendo, se levanta, va al baño, se lava la cara, los dientes supongo, se dirige a la cocina, se va a hacer un desayuno un cafe con leche con dos tostadas con queso Despues el vive en la calle Bacacay, del barrio de Caballito, y se toma el tren, camina un par de cuadras no me acuerdo cuantas, para ir a la estación, y va hasta el final del anden o algo asi, llega a la oficina saluda a sus compañeros, se hace un cafe. Ah cuando se levanta va a elegir la ropa tiene dos camisas para elegir, esta entre una rayada y una cuadriculada, y despues sale con una remera En la oficina en el trabajo saluda a sus compañeros y se pone a hacer unos llamados Despues algo del almuerzo que no recuerdo bien Vuelve a su casa, no vuelve en tren, vuelve en otro medio de transporte debe ser subte. Si subte Llega a su casa, no recuerdo el orden pero en un momento se pone a leer un libro, en otro momento se toma un descanso, despues me suena algo q esta limpiando
L36H;Juana vive en el cuarto piso en un dpto en Palermo, se levanta toma un cafe con leche con dos tostadas con queso y dulce de frutilla Despues se dirige a su trabajo se toma el subte de la linea D de la estacion carranza Cuando llega a la oficina 8 y 30 empieza a revisar los mails que tenia atrasados Despues tiene una reunion con la gente del trabajo por un nuevo proyecto unas toallitas lady soft. En la hora del almuerzo pide un delivery y lo come en la hora del descanso Lo de los mails ellla revisa los mails antes de tener una reunion con la jefa Se va vuelve a su casa del trabajo y se pone a hacer se saca la ropa y se pone ropa deportiva para hacer su rutina diaria Sale a correr por el barrio 40 minutos hace Despues tiene una cita que arreglo por tinder en la calle tacuari en un barcito en el centro se sienta en la barra a esperar a su cita, vuelve a su casa a la medianoche se acuesta lee el libro el psicoanalista y despues se pone a revisar los mails y se queda dormida
L36H;Laura estaba durmiendo, Ella vive en Palermo, se levanta 8 menos cuarto, se dirige a la cocina se prepara un cafe con leche, dos tostadas, con manteca y mermelada de frutilla Se dirige a su trabajo toma el subte D en la estacion carranza, cuando llega del trabajo se pone a revisar los mails atrasados antes de una reunion qu tiene con su jefa Despues se reune con unos compañeros de trabajo para charlar sobre un proyecto de unas toallitas femeninas lady soft. Luego cuando termina de trabajar se va a su casa, se cambia, se pone ropa deportiva, sale a correr, a hacer deporte, corre 40 min Regresa a su domicilio, antes de dormir lee un libro el psicoanalista, despues revisa sus redes sociales durante 40 min y despues se va a dormir
L37NH;Federico se levanta se va al vestidor, tiene dos opciones una camisa azul a rayas y otra a cuadros, elige la de cuadros, se va al baño, se lava la cara los dientes, se pone gel en el pelo Se va a la cocina, ahi se hace mate dos tostadas con queso mendicrim untable, vive en la calle Bocacay De ahi sale de su casa es un dia soleado, se va a tomar el tren en caballito, espera quince min en el anden y se va a la oficina que queda en la calle saavedra saluda a sus amigos, no se que hace en la computadora Vuelve pero vuelve en subterraneo, se pone a limpiar los vidrios,se aburre y se va a la computadora que hay dos juegos uno de carreras y otro de no se que se aburre se pone frente a la ventana a leer un libro
